平台,日期,评价时间,门店,城市,总体评分,口味评分,包装评分,配送评分,配送满意度,评价内容,回复,点赞,点踩,申诉,关键词,商品明细
美团,2026-07-31,2026-07-31T12:06:52,煌上煌酱鸭(宜春比一比超市店),宜春,,,3.0,5.0,满意,nan,nan,nan,nan,nan,nan,"酱板鸭（麻辣）(1只,切开),单价78.8*数量1"
美团,2026-07-30,2026-07-30T12:29:41,煌上煌酱鸭(宜春比一比超市店),宜春,,,5.0,5.0,满意,nan,nan,nan,nan,nan,nan,"[进店必买]手撕酱鸭(约130克（小份）,香辣),单价30.8*数量1"
美团,2026-07-27,2026-07-27T17:14:35,煌上煌酱鸭(宜春比一比超市店),宜春,,,5.0,5.0,满意,这家店的卤味真的绝绝子！图片里的鸭货色泽红亮，看着就超有食欲。口感更是没话说，卤香四溢，肉质紧实又入味，每一口都是满满的幸福感。而且分量超足，性价比超高，绝对是追剧、聚会的必备神器！强烈推荐给各位吃货小伙伴们，入股不亏哦！,nan,nan,nan,nan,nan,"酱香鹌鹑(1只),单价8.0*数量1/[进店必买]手撕酱鸭(约130克（小份）,香辣),单价30.8*数量1/[卤香浓郁]酱香牛肉串(60克),单价13.5*数量1"
美团,2026-07-27,2026-07-27T15:56:57,煌上煌酱鸭(宜春比一比超市店),宜春,,,5.0,1.0,不满意,"这家店的外卖包装干净卫生, 餐品分量非常扎实, 加入回购清单, ",nan,nan,nan,nan,nan,nan
美团,2026-07-31,2026-07-31T00:17:13,煌上煌酱鸭(海口望海国际店),海口,,,5.0,1.0,不满意,nan,感谢亲亲对小煌的认可，祝您用餐愉快，我们会继续努力不断的提升产品与服务的质量！用餐过程中如有任何问题，您可随时联系我们喔。我们会在第一时间为您服务的，么么哒！,nan,nan,nan,nan,nan
美团,2026-07-30,2026-07-30T13:35:02,煌上煌酱鸭(海口望海国际店),海口,,,5.0,5.0,满意,“食材新鲜”盐焗鸡翅很不错，越嚼越香。卫生也很不错,感谢亲亲对小煌的认可，祝您用餐愉快，我们会继续努力不断的提升产品与服务的质量！用餐过程中如有任何问题，您可随时联系我们喔。我们会在第一时间为您服务的，么么哒！,盐焗鸡翅（不辣）,nan,nan,nan,"盐焗鸡翅（不辣）(小份（3到4个）,(不切开)整个),单价31.8*数量1"
美团,2026-07-30,2026-07-30T13:25:38,煌上煌酱鸭(海口望海国际店),海口,,,5.0,5.0,满意,“味道不错”“经济实惠”好久没点了，味道越来越好了。,感谢亲亲对小煌的认可，祝您用餐愉快，我们会继续努力不断的提升产品与服务的质量！用餐过程中如有任何问题，您可随时联系我们喔。我们会在第一时间为您服务的，么么哒！,【超值甄选】香卤鸭头3个,nan,nan,nan,"【超值甄选】香卤鸭头3个(3个),单价31.5*数量1"
美团,2026-07-05,2026-07-05T21:24:11,煌上煌酱鸭(炒饭·卤味·小吃·安顺德胜花园店),安顺,,,1.0,1.0,不满意,鸭脖放太久太干了，还说就是这样的666,非常抱歉让您感到失望，因为现在天气热了，保鲜柜里产品的水份容易蒸发，摆出来2～3个小时就会因为缺失水份发干，希望您能理解。非常感谢您的反馈，祝您生活愉快！！！,nan,nan,申诉成功，保留评价不计入评分,nan,nan
美团,2026-07-03,2026-07-03T17:06:30,煌上煌酱鸭(炒饭·卤味·小吃·安顺德胜花园店),安顺,,,5.0,1.0,不满意,nan,谢谢您的鼓励！我们会用心做好每个细节，不断提升服务品质，期待您的再次光临，祝您每一天都开心！,nan,nan,nan,nan,nan
美团,2026-07-09,2026-07-09T21:12:03,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,nan,哇，看到您的好评，我们忍不住嘴角上扬！感谢您把这份满意留给我们，我们会继续加油，让每位顾客都满载欢喜而归。,nan,nan,nan,nan,"?折扣特惠点亮右上??【香卤鸭心(辣)低至0.05元起】(1个),单价0.01*数量1/香卤鸭脆肠（辣）(小份约120g),单价24.8*数量1/?折扣特惠点亮右上??【香卤鸭心(辣)低至0.05元起】(1个),单价1.1*数量14"
美团,2026-07-09,2026-07-09T20:58:30,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,nan,感谢您的好评！您的每一次肯定，都是在为我们加油打气。我们会保持这份热情，用心服务好每一位顾客。,nan,nan,nan,nan,"???招牌麻辣鸭掌(1个),单价0.99*数量1/???招牌麻辣鸭掌(1个),单价4.8*数量4/香卤毛豆（辣）(小份约180g),单价9.8*数量1"
美团,2026-07-14,2026-07-14T21:53:50,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,平平无奇，不会回购,呵呵，你是托还是啥？你喜欢他家就点他家啊！怎么第一次点我家就差评啊，他家留不住你吗？味道正常没坏新鲜到货，就得非和你上次吃的同一批货的味道一模一样？不好意思哦，我家卖新鲜的不适合你哈也不需要你回购，谢谢,nan,nan,申诉失败，保留评价计入评分,nan,"???招牌麻辣鸭掌(1个),单价4.8*数量4/香卤鸭脆肠（辣）(小份约120g),单价24.8*数量1/???招牌麻辣鸭掌(1个),单价0.99*数量1"
美团,2026-07-20,2026-07-20T18:59:56,煌上煌酱鸭(炒饭·卤味·小吃·安顺德胜花园店),安顺,,,5.0,5.0,满意,nan,谢谢您的支持与鼓励！能够得到您的认可我们倍感荣幸，一定会继续努力提升品质，欢迎您下次再来体验！,nan,nan,nan,nan,"四荤三素豪华餐(3人份),单价42.9*数量1/手撕酱鸭(120克),单价28.8*数量1"
美团,2026-07-21,2026-07-21T00:27:36,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,1.0,不满意,"菜品食材新鲜又卫生, ",感谢您认可菜品食材新鲜卫生，能得到您的肯定我们很开心，期待下次继续为您带来优质美食！,nan,nan,nan,nan,nan
美团,2026-07-20,2026-07-20T18:56:06,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,nan,谢谢您的支持！您的满意就是我们最大的动力，我们会继续加油，用更好的服务回馈您的厚爱，欢迎常来！,nan,nan,nan,nan,"柠檬去骨凤爪（酸辣）(小份约130g),单价28.8*数量1"
美团,2026-07-20,2026-07-20T17:40:49,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,1.0,不满意,nan,您的好评已收到，满满的感动！我们会继续加油，用心对待每一个环节，期待再次为您服务，祝您天天开心！,nan,nan,nan,nan,nan
美团,2026-07-20,2026-07-20T16:34:54,煌上煌酱鸭(罗湖水库新村店),深圳,,,3.0,1.0,不满意,nan,nan,nan,nan,nan,nan,nan
美团,2026-07-17,2026-07-17T20:19:21,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,1.0,不满意,nan,谢谢您的支持！您的满意就是我们最大的动力，我们会继续加油，用更好的服务回馈您的厚爱，欢迎常来！,nan,nan,nan,nan,nan
美团,2026-07-19,2026-07-19T12:23:07,煌上煌酱鸭(兴华中路店),中山,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-25,2026-07-25T16:53:06,煌上煌酱鸭(炒饭·卤味·小吃·安顺德胜花园店),安顺,,,5.0,1.0,不满意,nan,您的一个好评，一句简单的满意或者不错，足以感动到我们内心澎湃！有您相伴，我们会做到更好哒。,nan,nan,nan,nan,nan
美团,2026-07-26,2026-07-26T23:11:29,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,1.0,不满意,挺好吃的。全家都爱吃，长途来一份很方便,感谢您的认可呀，能得到您的喜爱我们超开心，欢迎您下次继续来品尝~,nan,nan,nan,nan,nan
美团,2026-07-25,2026-07-25T20:17:28,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,今天的不新鲜,非常抱歉给您带来了不愉快的体验，我们一定会加强食材的检查和管理，确保每一份外卖的新鲜度。感谢您的反馈，我们会做得更好。,nan,nan,nan,nan,"香卤鸭脖(不辣)(小份约180g,不辣),单价19.8*数量1/香卤鸭肫（辣）(小份约120g),单价23.8*数量1/招牌卤鸭翅中(不辣)(小份约170g),单价18.8*数量1"
美团,2026-07-24,2026-07-24T00:50:16,煌上煌酱鸭(罗湖水库新村店),深圳,,,3.0,5.0,满意,点的是香辣结果是麻辣根本吃不了,非常抱歉给您带来了不愉快的体验，对于口味不符的情况我们深感遗憾。感谢您的反馈，我们会立即调查并确保此类问题不再发生。希望有机会能以更好的服务和产品弥补这次的不便。,nan,nan,nan,nan,"香辣鸭头/个(1个,对半切开),单价7.9*数量1/柠檬去骨凤爪（酸辣）(小份约130g),单价28.8*数量1/香辣鸭头/个(1个,对半切开),单价9.8*数量1"
美团,2026-07-30,2026-07-30T15:40:57,煌上煌酱鸭(炒饭·卤味·小吃·安顺德胜花园店),安顺,1.0,0.0,0.0,1.0,不满意,#味道不好 味道有点馊,非常抱歉没能让您感到满意。按照公司要求我们超过保质期的食品都会及时下架哦，售出的都是新鲜的，请您放心。众口难调，每个人喜欢的味道不同，公司会不定期出新品，力求满足更多人的口味，欢迎下次尝鲜。,nan,nan,申诉失败，保留评价计入评分,口味口感,nan
美团,2026-07-29,2026-07-29T22:07:30,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,nan,谢谢您的支持！您的满意就是我们最大的动力，我们会继续加油，用更好的服务回馈您的厚爱，欢迎常来！,nan,nan,nan,nan,"一人食|莲藕(香辣)(小份(约180g)),单价9.9*数量1/???招牌麻辣鸭掌(1个),单价4.8*数量4/???招牌麻辣鸭掌(1个),单价0.99*数量1"
美团,2026-07-29,2026-07-29T18:22:56,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,5.0,满意,???,非常感谢您的好评，期待能继续为您提供美味佳肴呀！,nan,nan,nan,nan,"香卤鸭脖(不辣)(中份约280g,不辣),单价29.8*数量1/?折扣特惠点亮右上??【香卤鸭心(辣)低至0.05元起】(1个),单价1.1*数量14/?折扣特惠点亮右上??【香卤鸭心(辣)低至0.05元起】(1个),单价0.01*数量1/盐焗凤爪(小份约155g),单价26.8*数量1"
美团,2026-07-29,2026-07-29T11:52:11,煌上煌酱鸭(罗湖水库新村店),深圳,,,5.0,1.0,不满意,nan,您的好评已收到，满满的感动！我们会继续加油，用心对待每一个环节，期待再次为您服务，祝您天天开心！,nan,nan,nan,nan,nan
美团,2026-07-06,2026-07-06T12:00,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[天下鲜香]卤鸭掌(约180克（中份）,麻辣),单价30.0*数量1"
美团,2026-07-05,2026-07-05T21:05:25,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-05,2026-07-05T09:54:51,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-05,2026-07-05T00:14:31,煌上煌酱鸭(直属洪都邮政店),南昌,,,1.0,1.0,不满意,送错,真的很不好意思，我们疏忽了导致送错餐品，给您带来了不便。感谢您的理解与包容，希望有机会能以更好的服务弥补这次的失误。,nan,[嘎嘎好吃]牛肉,nan,nan,"[嘎嘎好吃]牛肉(约250克（大份）,凉拌牛肉,切开),单价54.8*数量1"
美团,2026-07-01,2026-07-01T12:15:52,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,好吃 好吃 好吃 好吃,非常感谢您的好评！很高兴您喜欢我们的美食，我们会继续努力保持品质。期待您的下次光临！,nan,nan,nan,nan,nan
美团,2026-07-10,2026-07-10T13:10:08,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-09,2026-07-09T04:04:16,煌上煌酱鸭(直属洪都邮政店),南昌,,,3.0,1.0,不满意,nan,nan,nan,nan,nan,nan,"[天下鲜香]卤鸭掌(约180克（中份）,麻辣),单价30.0*数量1/[进店必买]手撕酱鸭(约180克（中份）,香辣),单价39.8*数量1"
美团,2026-07-08,2026-07-08T19:48:43,煌上煌酱鸭(直属洪都邮政店),南昌,,,4.0,1.0,不满意,nan,非常感谢您的反馈，我们很高兴您对我们的商品满意。对于评分4.0，我们深感荣幸。我们致力于提供卓越的服务和产品，对于有任何不足之处，我们深感歉意。请您告诉我们具体的问题所在，我们会在未来的工作中不断改进，确保提供更好的体验。再次感谢您的支持与理解！,nan,nan,nan,nan,nan
美团,2026-07-13,2026-07-13T22:34:17,煌上煌酱鸭(直属洪都邮政店),南昌,,,1.0,5.0,满意,真的手套都不给吗？,非常抱歉给您带来了不便，我们通常会提供手套的。对于这次的疏忽，我们深感歉意。感谢您的提醒，我们会立即改进，确保每位顾客都能得到所需的服务。希望有机会能以更好的体验重新赢得您的满意。,nan,nan,nan,nan,"[天下鲜香]卤鸭掌(约180克（中份）,微辣),单价30.0*数量1/[进店必买]手撕酱鸭(约180克（中份）,香辣),单价39.8*数量2/[味美鲜香]腐竹(约180克（小份）),单价9.9*数量2"
美团,2026-07-12,2026-07-12T11:38:34,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-12,2026-07-12T01:29:11,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,"餐品分量非常扎实, 实物跟商家描述一致，所见即所得, 菜品食材新鲜又卫生, ",非常感谢您的好评！很高兴您对我们的餐品分量、一致的描述、新鲜食材和卫生环境都感到满意。我们会继续努力保持和提升品质。期待您的下次光临！,nan,nan,nan,nan,nan
美团,2026-07-21,2026-07-21T18:17:13,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[嘎嘎好吃]牛肉(约180克（中份）,香卤牛肉,切开),单价39.8*数量1"
美团,2026-07-18,2026-07-18T23:14:25,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,"这家店的外卖包装干净卫生, ",非常感谢您的好评！我们很高兴您对我们的外卖包装感到满意。我们会继续努力保持高标准，确保食物的卫生和安全。希望下次能为您提供同样出色的体验。,nan,nan,nan,nan,nan
美团,2026-07-18,2026-07-18T16:19:14,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[天下鲜香]卤鸭掌(约180克（中份）,麻辣),单价30.0*数量1/椒香鸭头(半个)(1人份),单价5.8*数量3"
美团,2026-07-18,2026-07-18T11:10:07,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[进店必买]手撕酱鸭(约250克（大份）,香辣),单价53.8*数量1"
美团,2026-07-17,2026-07-17T22:28:46,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"麻辣小鸭掌(大份250g),单价40.9*数量1"
美团,2026-07-24,2026-07-24T01:50:31,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-23,2026-07-23T12:05:44,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[嘎嘎好吃]牛肉(约180克（中份）,香卤牛肉,切开),单价39.8*数量1"
美团,2026-07-22,2026-07-22T01:36:49,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-30,2026-07-30T01:06:47,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,5.0,满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,"[嘎嘎好吃]牛肉(约450克（超大份）,香卤牛肉,切开),单价98.5*数量1"
美团,2026-07-30,2026-07-30T00:41:55,煌上煌酱鸭(直属洪都邮政店),南昌,,,5.0,1.0,不满意,nan,非常感谢您的五星好评！我们很高兴您对我们的商品满意。我们会继续努力，提供更优质的服务。,nan,nan,nan,nan,nan
美团,2026-07-29,2026-07-29T14:09:37,煌上煌酱鸭(直属洪都邮政店),南昌,,,3.0,5.0,满意,一般,非常感谢您的评价，我们很遗憾这次的服务或食物没有达到您的期望。请您告诉我们具体是哪里出了问题，我们一定会努力改进。同时，对于给您带来的不便，我们深感歉意。希望下次有机会能为您提供更好的服务。,nan,nan,nan,nan,"[味美鲜香]腐竹(约180克（小份）),单价9.9*数量1/[天下鲜香]卤鸭掌(约250克（大份）,微辣),单价41.5*数量1"
美团,2026-07-24,2026-07-24T17:08:02,煌上煌酱鸭(全州步行街店),桂林,,,5.0,5.0,满意,nan,亲爱的顾客：您好！感谢亲选择本店的美食，谢谢亲认可我们的口味和服务，亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。欢迎亲光临，祝亲工作顺利，生活愉快！,nan,nan,nan,nan,"香卤豆干(微辣)(特小份(约100g)),单价5.8*数量1/【招牌必吃】手撕酱鸭（酱香不辣）(中份(约180g)),单价40.6*数量1/酱香鹌鹑(酱辣)(1个,(不切开)整个),单价8.8*数量1"
美团,2026-07-30,2026-07-30T22:04:02,煌上煌酱鸭(全州步行街店),桂林,,,5.0,1.0,不满意,nan,亲爱的顾客：您好！感谢亲选择本店的美食，谢谢亲认可我们的口味和服务，亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。欢迎亲光临，祝亲工作顺利，生活愉快！,nan,nan,nan,nan,nan
美团,2026-07-06,2026-07-06T20:41:37,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"9.9元素菜双拼(1人份),单价11.6*数量1/9.9元4个香辣鸭翅中(1人份,麻辣),单价9.9*数量1/可口可乐300ML(1瓶),单价3.5*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价6.8*数量1"
美团,2026-07-06,2026-07-06T19:02:45,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"酱香鹌鹑(酱辣)(1个,(切开)非整个),单价8.8*数量1/香卤豆干(微辣)(特小份(约100g)),单价5.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1/香卤腐竹(微辣)(特小份(约100g)),单价5.8*数量1"
美团,2026-07-06,2026-07-06T13:43:18,煌上煌酱鸭(南宁安吉万达店),南宁,,,1.0,5.0,满意,不好吃不新鲜,听闻您的心声，我们很想了解具体情况，以便我们我们改进，更好的为您服务,nan,nan,nan,口味口感,"去骨鸭掌(酸辣)(中份310g),单价53.8*数量1"
美团,2026-07-06,2026-07-06T04:00:56,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,配送快分量足，价格实惠，老牌子了，看世界杯很舒服,谢亲的光临，亲的满意，就是我们最大的欣慰、最大的回报，小煌会更加努力做好！期待您的下次光临。,nan,nan,nan,nan,"招牌卤鸭掌(不辣)(小份(约160g)),单价24.6*数量1/9.9元4个香辣鸭翅中(1人份,微辣),单价9.9*数量1/香卤毛豆(微辣)(中份(约300g)),单价16.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价6.8*数量1/酱香鹌鹑(酱辣)(1个,(不切开)整个),单价8.8*数量1"
美团,2026-07-05,2026-07-05T21:35:50,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,配送及时，包装完好，食材新鲜，味道足口味很好，非常不错。,亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。期待您的再次光临。祝您生活愉快！,"9.9元素菜双拼,香卤鸭头(麻辣),6.5元麻辣鸭头（超辣超上头）,雪花啤酒330ml",nan,nan,nan,"9.9元素菜双拼(1人份),单价11.6*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/雪花啤酒330ml(1罐),单价5.0*数量1/香卤鸭头(麻辣)(1个,(切开)非整个),单价8.8*数量1"
美团,2026-07-05,2026-07-05T20:21:51,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,#【招牌必吃】手撕酱鸭（酱辣）# #甜辣鸭肉条#超级的好吃，这个新品也好吃，不踩雷，推荐，回购了好多次了,亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。期待您的再次光临。祝您生活愉快！,nan,nan,nan,nan,"【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1/香卤鸭心1元/个(1个,微辣),单价1.0*数量10"
美团,2026-07-05,2026-07-05T15:43:41,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,#甜辣鸭肉条# #香卤鸭脖(麻辣)# #9.9元素菜双拼#,感谢你选择了小煌家的美食，不知是哪里让您不满意了 ，您有任何问题都可以随时联系我们，如果我们有什么地方做的不足，也欢迎您指正，我们将虚心接受，努力完善做到更好的！,nan,nan,nan,nan,"香卤鸭心1元/个(1个,微辣),单价1.0*数量13/香卤鸭脖(麻辣)(特小份(约120g)),单价14.6*数量1/9.9元素菜双拼(1人份),单价9.9*数量1/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1"
美团,2026-07-05,2026-07-05T10:18:31,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,餐品分量非常扎实，餐品物有所值，很划算，加入回购清单，这家店的外卖包装干净卫生，,感谢您对小店的认可，祝您用餐愉快，我们会继续努力!用餐过程中如有任何问题，您可随时联系我们。我们会第一时间为您服务，谢谢!,nan,nan,nan,nan,"【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1"
美团,2026-07-04,2026-07-04T13:37:01,煌上煌酱鸭(南宁安吉万达店),南宁,,,4.0,5.0,满意,好吃?  量少,我们的份量都是按照标准严格执行的，(菜品描述也有份量描述的)。,nan,nan,nan,nan,"【招牌必吃】手撕酱鸭（酱辣）(中份(约180g)),单价40.6*数量1"
美团,2026-07-04,2026-07-04T13:13:39,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,申诉成功，保留评价不计入评分,nan,"6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1/9.9元素菜双拼(1人份),单价11.6*数量1"
美团,2026-07-04,2026-07-04T01:20:36,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,"包装OK。味道太差了，一股塑料味。

",你选购的菜品是咱们煌上煌的招牌手撕鸭酱鸭10个吃过7个回头哦，吃过都会爱上的呢~看你是差评就是故意的,nan,nan,申诉失败，保留评价计入评分,口味口感,"【招牌必吃】手撕酱鸭（酱辣）(中份(约180g)),单价40.6*数量1"
美团,2026-07-04,2026-07-04T00:41:26,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"可口可乐300ML(1瓶),单价3.5*数量1/香卤鸭头(麻辣)(1个,(切开)非整个),单价8.8*数量3/9.9元4个香辣鸭翅中(1人份,麻辣),单价9.9*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1"
美团,2026-07-04,2026-07-04T00:34:35,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,???经常在这家店买，味道不错很好吃，分量很足，价格便宜，及时送达，包装完整，服务态度好，下次还来。???,谢亲的光临，亲的满意，就是我们最大的欣慰、最大的回报，小煌会更加努力做好！期待您的下次光临。,nan,nan,nan,nan,nan
美团,2026-07-03,2026-07-03T20:11:40,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,第三次点了！鸭头特别好吃！这回送了冰袋，太贴心了,亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。期待您的下次光临！,nan,nan,nan,nan,"6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量3/香卤毛豆(微辣)(特小份(约100g)),单价5.8*数量1"
美团,2026-07-03,2026-07-03T04:20:29,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,“家常可口”“菜量充足”“包装精美”酱鸭很有嚼劲非常的香，很好吃,谢亲的光临，亲的满意，就是我们最大的欣慰、最大的回报，小煌会更加努力做好！期待您的下次光临。,"22.9元荤素双拼plus,【招牌必吃】手撕酱鸭（酱辣）,6.5元麻辣鸭头（超辣超上头）",nan,nan,nan,"22.9元荤素双拼plus(1人份),单价24.8*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1"
美团,2026-07-03,2026-07-03T01:00:56,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,这家店的外卖包装干净卫生，菜品食材新鲜又卫生，餐品分量非常扎实，,亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。期待您的下次光临！,nan,nan,nan,nan,"3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量1/酱香鹌鹑(酱辣)(1个,(切开)非整个),单价8.8*数量2"
美团,2026-07-03,2026-07-03T00:05:44,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,送的速度快 味儿还好吃,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1/9.9元4个香辣鸭翅中(1人份,微辣),单价9.9*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1"
