平台,平台ID,门店名称,C门店ID,C门店名称,最新评分,有订单,匹配状态
美团,20880405,煌上煌酱鸭（吉安兴桥店）,C01020,吉安兴桥,0.0,False,✅成功
美团,20888544,煌上煌酱鸭(慈利阳光花城店),C13148,慈利县笔架东路店,0.0,False,✅成功
美团,20901922,煌上煌酱鸭（于都大润发店）,C03740,赣州于都大润发店,4.6,True,✅成功
美团,21005705,煌上煌酱鸭（潘州广场专卖店）,C12862,茂名高州潘州广场店,0.0,True,✅成功
美团,21028412,煌上煌酱鸭（武冈店）,C11719,邵阳武冈市新广场2店,4.0,True,✅成功
美团,21076531,煌上煌酱鸭（金溪秀谷大道店）,C00901,抚南金溪绣谷大道店,4.0,True,✅成功
美团,21080114,煌上煌酱鸭（开关厂店）,C10628,开关厂,4.5,True,✅成功
美团,21081977,煌上煌酱鸭（新余一水天城店）,C13131,新余一水天城店,4.2,False,✅成功
美团,21083636,煌上煌酱鸭（平安曼哈顿店）,C00350,平安曼哈顿,4.6,True,✅成功
美团,21110410,煌上煌酱鸭（永修五星生活广场店）,C12888,九江永修五星生活广场店,0.0,False,✅成功
美团,21115648,煌上煌酱鸭（保利中航城店）,C12057,青云谱保利中航城店,4.4,True,✅成功
美团,21138373,煌上煌酱鸭（上杭坪铺店）,C13261,龙岩上杭坪埔专卖店,0.0,False,✅成功
美团,21183925,煌上煌酱鸭（龙华大浪商业中心店）,C13177,龙华大浪商业中心店,4.4,True,✅成功
美团,21195454,煌上煌酱鸭（金色领域广场店）,C13179,佛山南海金色领域店,4.6,True,✅成功
美团,2121091,煌上煌酱鸭(东莞桥头店),C03132,东莞桥头,4.5,True,✅成功
美团,21214877,煌上煌酱鸭（博泰生命树店）,C12505,青云谱博泰生命树店,4.7,True,✅成功
美团,21238235,煌上煌酱鸭（炒饭·卤味·小吃·红街店）,C13219,贵阳观山湖金阳红街店,4.7,False,✅成功
美团,21263224,煌上煌酱鸭（进贤一店）,C00152,进贤１,4.6,True,✅成功
美团,21263855,煌上煌酱鸭（东区市场店）,C13241,佛山乐从东区市场店,4.7,True,✅成功
美团,21304252,煌上煌酱鸭（中山公园龙之梦店）,C13175,直属上海长宁中山公园龙之梦店,4.8,True,✅成功
美团,21349047,煌上煌酱鸭（鹰潭五洲路菜市场店）,C13310,鹰潭五洲路菜市场店,0.0,True,✅成功
美团,21361986,煌上煌酱鸭（新余状元府店）,C13247,新余状元府店,4.7,True,✅成功
美团,21376468,煌上煌（卤味·富民广场店）,C13240,大连富民广场店,0.0,False,✅成功
美团,21378916,煌上煌（海雅缤纷城店）,C13333,直属宝安海雅缤纷城广场专卖店,0.0,False,✅成功
美团,21446767,煌上煌酱鸭（祥芝店·卤味小吃·炒饭）,C13357,泉州石狮祥芝店,4.7,True,✅成功
美团,21446991,煌上煌酱鸭(宜春靖安一店),C00927,宜春靖安新大街店,4.4,True,✅成功
美团,21469686,煌上煌酱鸭（九江都昌大转盘店）,C00809,九江都昌芙蓉路店,0.0,True,✅成功
美团,21490573,煌上煌（卤味·熟食·套餐饭·漳港店）,C12241,福州长乐商行街专卖店,0.0,False,✅成功
美团,21584478,煌上煌酱鸭（九江柴桑区好又多店）,C13220,九江柴桑区好又多超市店,4.6,True,✅成功
美团,21600439,煌上煌（卤味·王府井奥莱店）,C13207,长春欧亚王府井店,4.4,True,✅成功
美团,21604548,煌上煌酱鸭（乐平新平路店）,C01138,景德镇乐平市新平路店,4.0,True,✅成功
美团,21634496,煌上煌酱鸭（永宁店·卤味小吃·炒饭））,C12097,泉州石狮永宁店,4.7,True,✅成功
美团,21665743,煌上煌(鼎联超市店),C13451,福鼎丽景阳光专卖店,0.0,False,✅成功
美团,2172028,煌上煌酱鸭(乐兴店),C02043,龙岗区坪地乐兴店,4.7,True,✅成功
美团,2175995,煌上煌酱鸭（罗源滨海店）,C03006,福州罗源滨海店,4.7,True,✅成功
美团,21784444,煌上煌（海花岛欧堡店）,C10119,海南海花岛欧堡专卖店,0.0,False,✅成功
美团,21801081,煌上煌酱鸭（永丰五交化店）,C13443,吉安永丰龙岗路店,0.0,True,✅成功
美团,21831704,煌上煌酱鸭（北苑之心店）,C13439,义乌北苑之心店,4.7,True,✅成功
美团,2185128,煌上煌酱鸭(东莞清湖头亨达店),C02386,东莞塘厦亨达店,3.9,True,✅成功
美团,22071092,煌上煌酱鸭(系马桩店),C00033,直属系马桩,4.3,True,✅成功
美团,22074510,煌上煌酱鸭（新干商贸街店）,C13199,吉安新干商贸街店,0.0,False,✅成功
美团,22078543,煌上煌酱鸭（文艺路南路华润万家店）,C11819,西安文艺路华润万家店,4.6,True,✅成功
美团,22104809,煌上煌酱鸭（佛山雅居乐花园店）,C13392,佛山乐从雅居乐花园店,4.3,True,✅成功
美团,22232679,煌上煌酱鸭（炒饭·卤味·小吃·喷水池步行街店）,C13513,贵阳云岩喷水池地下步行街店,4.7,True,✅成功
美团,22236010,煌上煌（平湖万达店）,C13362,龙岗平湖万达店,4.6,True,✅成功
美团,22880086,煌上煌酱鸭（景德镇戴家弄店）,C13437,景德镇戴家弄店,4.9,True,✅成功
美团,23099381,煌上煌（永泰冠景店）,C13469,福州永泰冠景天地店,0.0,False,✅成功
美团,2318484,煌上煌酱鸭（世纪风情店）,C00385,世纪风情,0.0,True,✅成功
美团,2319358,煌上煌酱鸭（九里象湖店）,C00312,九里象湖,0.0,True,✅成功
美团,2319435,煌上煌酱鸭（江大南路店）,C00292,江大南路,4.6,True,✅成功
美团,2319436,煌上煌酱鸭（红苗店）,C00267,红苗,4.8,True,✅成功
美团,2319441,煌上煌酱鸭（万科店）,C00227,万科,4.1,True,✅成功
美团,2319444,煌上煌酱鸭（凤凰花园店）,C00222,凤凰花园,4.5,True,✅成功
美团,2319521,煌上煌酱鸭（朝阳店）,C00182,朝阳,0.0,True,✅成功
美团,2324876,煌上煌酱鸭（南宁航洋国际店）,C02247,南宁航洋国际店,4.5,True,✅成功
美团,2339346,煌上煌酱鸭（团结路店）,C00170,团结路,4.3,True,✅成功
美团,2353690,煌上煌酱鸭（金东路店）,C01091,赣州黄金,4.5,True,✅成功
美团,23639516,煌上煌酱鸭（九龙明珠店）,C09193,九龙明珠店,4.5,True,✅成功
美团,23689721,煌上煌酱鸭（九江姚家洼店）,C00708,九江姚家洼,0.0,False,✅成功
美团,23741750,煌上煌酱鸭（炒饭·卤味·小吃·兴义大润发店）,C05703,贵州兴义市兴义商超店,4.4,True,✅成功
美团,23779789,煌上煌酱鸭（九江彭泽龙城菜市场店）,C13559,九江彭泽龙城菜场店,0.0,False,✅成功
美团,23780207,煌上煌酱鸭（鹰抚余江中洲桥东店）,C00509,鹰抚余江中洲桥东店,4.7,True,✅成功
美团,23810867,煌上煌酱鸭（抚南崇仁圆盘店）,C13401,抚南崇仁圆盘店,4.6,True,✅成功
美团,23904650,煌上煌酱鸭（龙华福城店）,C12935,龙华福城桔坑店,4.5,True,✅成功
美团,23929405,煌上煌酱鸭（三亚解放路步行街专卖店）,C13595,三亚解放路步行街店,4.2,False,✅成功
美团,23978060,煌上煌酱鸭（共青甘露店）,C00752,九江共青城甘露,4.7,True,✅成功
美团,2398232,煌上煌酱鸭（新余燕子山店）,C00696,新余燕子山,4.3,True,✅成功
美团,2401198,煌上煌酱鸭（汇利广场店）,C02216,佛山汇利广场店,0.0,True,✅成功
美团,24027266,煌上煌酱鸭（福州平潭吾悦广场店）,C13521,福州平潭吾悦广场店,0.0,False,✅成功
美团,24036060,煌上煌酱鸭（澄湖店）,C10283,澄湖店,4.6,True,✅成功
美团,24036493,煌上煌酱鸭（龚村店）,C10284,龚村店,4.5,True,✅成功
美团,24036816,煌上煌（安福安平店）,C01007,吉安安福安平店,4.5,True,✅成功
美团,24036831,煌上煌酱鸭（江铃臻园店）,C10915,江铃臻园店,4.6,True,✅成功
美团,24081836,煌上煌酱鸭（广州花都太子街店）,C13618,广州花都太子街店,4.2,True,✅成功
美团,24085565,煌上煌酱鸭（宜春安义文峰路平安店）,C13327,南昌安义文峰路平安店,4.6,True,✅成功
美团,24182576,煌上煌酱鸭（抚南宜黄大润发超市店）,C07193,抚南宜黄大润发超市店,4.1,True,✅成功
美团,24218624,煌上煌酱鸭（吉安安福铁井路店）,C13562,吉安安福铁井路店,4.3,True,✅成功
美团,24223240,煌上煌酱鸭（上海路爱购广场店）,C13582,上海路爱购广场,4.5,True,✅成功
美团,24333944,煌上煌酱鸭（宜春上高农贸市场店）,C13710,宜春上高农贸市场店,0.0,False,✅成功
美团,24391368,煌上煌酱鸭（万象汇华润店）,C13678,龙岗布吉万象汇华润店,4.5,True,✅成功
美团,24396182,煌上煌酱鸭（城西银泰店）,C13673,直属杭州城西银泰店,4.5,True,✅成功
美团,24420792,煌上煌酱鸭（赣州万象城金街店）,C15076,直属赣州万象城金街店,4.3,True,✅成功
美团,24474151,煌上煌酱鸭（景德镇十八桥店）,C13716,景德镇十八桥店,4.4,True,✅成功
美团,24475421,煌上煌酱鸭（南平光泽中山路店）,C13722,南平光泽中山路店,0.0,False,✅成功
美团,2449985,煌上煌酱鸭(家福乐店),C01403,西安高陵长庆路店,4.8,True,✅成功
美团,24558516,煌上煌酱鸭（中信龙盛广场店）,C03033,龙岗区中信龙盛广场店,4.7,True,✅成功
美团,24560207,煌上煌酱鸭（武宣大洋城店）,C13721,武宣大洋城店,4.3,True,✅成功
美团,24561596,煌上煌酱鸭（东莞虎门赤岗店）,C13509,东莞虎门赤岗店,4.5,True,✅成功
美团,24714860,煌上煌酱鸭（澄迈洪都购物广场店）,C13745,澄迈洪都购物广场店,4.1,True,✅成功
美团,24750712,煌上煌酱鸭（福田连城新天地店）,C13757,福田连城新天地店,4.4,True,✅成功
美团,24807477,煌上煌酱鸭（吉安城建花园店）,C13781,吉安城建花园店,4.3,True,✅成功
美团,24834468,煌上煌酱鸭（卤味饭·樟树店）,C14572,樟树一店,4.1,True,✅成功
美团,24883231,煌上煌酱鸭（连滩镇建设路店）,C13516,云浮连滩建设路店,4.7,True,✅成功
美团,24938784,煌上煌酱鸭（吉安县城东菜场店）,C13747,吉安县城东菜场店,4.2,True,✅成功
美团,2499679,煌上煌酱鸭(坂田地铁店),C02195,龙岗坂田地铁站店,0.0,False,✅成功
美团,2500993,煌上煌·手撕酱鸭（万家丽店）,C12566,直属长沙万家丽广场店,4.8,True,✅成功
美团,25023533,煌上煌酱鸭（青岛劲松路大润发店）,C13803,青岛劲松路大润发店,0.0,False,✅成功
美团,25023791,煌上煌酱鸭（苏州相城龙湖天街店）,C13877,苏州相城龙湖天街店,4.6,True,✅成功
美团,25024186,煌上煌酱鸭（屯昌文化路店）,C13868,屯昌文化路专卖店,0.0,False,✅成功
美团,25028217,煌上煌酱鸭（万寿宫带子街店）,C13826,直属万寿宫带子街店,4.5,True,✅成功
美团,25035611,煌上煌酱鸭（南山来福士购物广场店）,C13829,南山来福士购物广场专卖店,0.0,False,✅成功
美团,25150687,煌上煌酱鸭（赣州南康爱情海金街店）,C13598,赣州南康爱情海金街店,0.0,True,✅成功
美团,25183630,煌上煌酱鸭（珠海香洲融德店）,C13893,珠海香洲融德店,4.4,True,✅成功
美团,25198388,煌上煌酱鸭（黄龙店·鸭脖·卤味）,C02555,温州黄龙店,4.4,True,✅成功
美团,25321386,煌上煌酱鸭（吉安安福安城北路店）,C10525,吉安安福安城北路店,0.0,False,✅成功
美团,25321530,煌上煌酱鸭（直属合肥步行街店）,C13822,直属合肥步行街店,4.7,True,✅成功
美团,25327655,煌上煌酱鸭（贵港市万达店）,C13901,贵港市万达店,0.0,True,✅成功
美团,25364213,煌上煌酱鸭（珠海横琴宝中路店）,C13865,珠海横琴宝中路店,4.4,True,✅成功
美团,25371016,煌上煌酱鸭（福州南地铁站店）,C13586,福州南站店,4.1,True,✅成功
美团,25373292,煌上煌酱鸭（抚南南城城南店）,C13845,抚南南城城南店,4.3,True,✅成功
美团,25374893,煌上煌酱鸭（吉安遂川国光店）,C03951,吉安遂川国光店,4.7,True,✅成功
美团,25379857,煌上煌酱鸭（萍乡金御天下店）,C13882,萍乡金御天下店,4.3,False,✅成功
美团,25503984,煌上煌酱鸭（吾悦广场店）,C13912,娄底市娄星区吾悦广场旗舰店,4.7,True,✅成功
美团,25504532,煌上煌酱鸭（金沙二店）,C05419,南昌金沙2店,4.7,True,✅成功
美团,25522543,煌上煌（南昌拌粉·水饺·套餐饭·万阳城店）,,,0.0,False,❌未匹配
美团,25525978,煌上煌酱鸭（新罗西山店?卤味小吃?鸭脖）,,,0.0,True,❌未匹配
美团,25576271,煌上煌酱鸭（岳阳市汨罗天恒生活广场店）,C13995,岳阳市汨罗天恒生活广场店,0.0,False,✅成功
美团,25576768,煌上煌酱鸭（珠海香洲印象城店）,C13970,珠海香洲印象城店,4.2,True,✅成功
美团,25577050,煌上煌酱鸭（五角场万达店）,C13913,直属上海杨浦五角场万达店,4.2,True,✅成功
美团,25594298,煌上煌（南昌拌粉·水饺·套餐饭·金色家园店）,,,0.0,False,❌未匹配
美团,25594301,煌上煌（南昌拌粉·水饺·套餐饭·水韵华都店）,C11927,龙岩新罗水韵花都店,0.0,False,✅成功
美团,25600090,煌上煌酱鸭（直属潘桥店?鸭脖?鸭头）,C02221,温州高桐店,4.6,True,✅成功
美团,25656421,煌上煌酱鸭（赣州石城翡翠城专柜店）,C13880,赣州石城翡翠城专柜店,0.0,False,✅成功
美团,25656898,煌上煌酱鸭（惠州51新天地店）,C13786,惠州51新天地店,4.3,True,✅成功
美团,25831169,煌上煌酱鸭（大生里店·卤味.小吃·炒饭）,C12279,厦门思明大生里店,4.6,True,✅成功
美团,25863223,煌上煌酱鸭（九江修水新阳超市店）,C14003,九江修水新阳超市店,0.0,True,✅成功
美团,25863313,煌上煌酱鸭（海口和信广场店）,C06258,海口和信广场店,4.3,True,✅成功
美团,25944571,煌上煌酱鸭（海口龙湖光年店）,C12079,海口龙湖光年店,4.6,True,✅成功
美团,25985071,煌上煌酱鸭（娄底双峰中央龙廷店）,C14037,娄底双峰中央龙廷店,0.0,False,✅成功
美团,25985366,煌上煌酱鸭（长沙龙湖月亮岛天街店）,C14018,长沙望城区龙湖月亮岛天街专卖店,0.0,False,✅成功
美团,25986203,煌上煌酱鸭（新建花果山店）,C06753,南昌新建花果山店,0.0,False,✅成功
美团,25987113,煌上煌酱鸭（吉安县富川路国光店）,C13700,吉安县富川路国光店,0.0,True,✅成功
美团,25989788,煌上煌（卤味·沈阳五中比优特店）,C12578,沈阳五中比优特店,0.0,False,✅成功
美团,26025255,煌上煌酱鸭（南昌融创万达城店）,C09165,南昌融创万达城店,4.5,True,✅成功
美团,26026256,煌上煌酱鸭（九龙湖绿地博览城店）,C11938,九龙湖绿地博览城店,0.0,False,✅成功
美团,26065394,煌上煌酱鸭（德化新街店）,C05727,直属河南郑州德化新街二店,4.6,True,✅成功
美团,26126445,煌上煌,C01199,上饶万年明珠路店,3.9,True,✅成功
美团,26126595,煌上煌酱鸭（上饶灵溪店）,C00855,上饶灵溪,0.0,False,✅成功
美团,2614484,煌上煌酱鸭(东莞大朗巷头店),C02137,东莞大朗巷头,4.5,True,✅成功
美团,26175695,煌上煌酱鸭（万寿宫珠宝街店）,C14033,直属万寿宫珠宝街店,4.3,True,✅成功
美团,26226064,煌上煌(卤味酱鸭),C14117,厦门思明上李店,4.3,True,✅成功
美团,26321901,煌上煌（卤味·大连普兰店万达店）,C05955,大连普兰店万达店,0.0,False,✅成功
美团,26343322,煌上煌酱鸭（惠东大岭店）,C02536,惠东大岭店,3.3,True,✅成功
美团,2634339,煌上煌酱鸭(南康中学店),C01122,赣州南康中学店,4.6,True,✅成功
美团,26366126,煌上煌酱鸭（龙华共和花园店）,C14046,龙华共和花园店,4.4,True,✅成功
美团,26370378,煌上煌酱鸭（中山天虹店）,C14196,直属中山天虹店,4.4,True,✅成功
美团,26386622,煌上煌酱鸭（娄底青树坪店）,C14092,娄底青树坪专卖店,0.0,False,✅成功
美团,26387735,煌上煌酱鸭（济南莱芜信誉楼店）,C14113,济南莱芜信誉楼店,0.0,False,✅成功
美团,26434437,煌上煌酱鸭（翠苑路店）,C02005,红谷滩翠苑路农贸市场店,4.3,True,✅成功
美团,26540059,煌上煌酱鸭（宜春万载新锦江超市店）,C03628,宜春万载新锦江超市店,0.0,False,✅成功
美团,26734776,煌上煌酱鸭（佛山西樵星元汇广场店）,C14189,佛山西樵星元汇广场店,4.3,True,✅成功
美团,2675962,煌上煌酱鸭（城东客运站店）,C01413,直属西安市场城东客运站,4.8,True,✅成功
美团,26772372,煌上煌酱鸭（安远财富广场店）,C06342,赣州安远财富广场店,4.1,True,✅成功
美团,26816279,煌上煌（卤味·抚顺百货店）,C05140,抚顺百货店,4.7,True,✅成功
美团,26837005,煌上煌酱鸭（瑞金宝钢小学店）,C01079,赣州瑞金宝钢小学店,0.0,True,✅成功
美团,26851551,煌上煌酱鸭（鹰抚贸易广场店）,C13427,鹰抚贸易广场店,4.5,True,✅成功
美团,26972129,煌上煌酱鸭（赣州瑞金三中店）,C11040,赣州瑞金三中店,0.0,False,✅成功
美团,27079714,煌上煌酱鸭（卤味饭·怡景苑店）,C14264,上饶弋阳怡景苑店,4.8,True,✅成功
美团,2708372,煌上煌酱鸭（都昌东风大道店）,C00732,九江都昌东风大道店,4.1,True,✅成功
美团,2712458,煌上煌酱鸭（兴鲁坊店),C00516,鹰抚兴鲁坊菜场店,0.0,True,✅成功
美团,27189714,煌上煌酱鸭（新力龙湾店）,C07790,璜垦新力龙湾店,4.5,True,✅成功
美团,27218461,煌上煌酱鸭(宁德霞浦百花新村店),C14298,宁德霞浦百花新村店,4.5,True,✅成功
美团,27248731,煌上煌酱鸭（杭州临安人民广场店）,C14299,杭州临安人民广场店,0.0,True,✅成功
美团,27346646,煌上煌酱鸭(六盘水万达广场店),C10427,六盘水万达广场店,4.2,False,✅成功
美团,27350232,煌上煌酱鸭（万科大都荟店·卤味小吃·炒饭）,C14297,厦门集美北站,4.5,True,✅成功
美团,27368303,煌上煌酱鸭（六盘水锦绣商业广场店）,C05817,贵州省六盘水锦绣商业广场店,4.0,True,✅成功
美团,27372943,煌上煌酱鸭（六盘水万达二店）,C12587,六盘水万达二店,0.0,True,✅成功
美团,27374281,煌上煌酱鸭(赣州南塘镇店),C01112,赣州南塘镇店,0.0,False,✅成功
美团,27467282,煌上煌酱鸭(昌东长胜店),C07217,昌东长胜店,4.5,True,✅成功
美团,27467284,煌上煌酱鸭（鹰抚二纺店）,C00481,鹰抚二纺,4.5,True,✅成功
美团,27467838,煌上煌酱鸭（鹰抚抚州二纺菜场店）,C07685,鹰抚抚州二纺菜场店,4.6,True,✅成功
美团,27527503,煌上煌酱鸭（豫章郡店）,C00177,南昌紫云小区,4.5,True,✅成功
美团,27711946,煌上煌酱鸭（阳光天地店·卤味.小吃·炒饭）,C14318,泉州晋江阳光天地店,4.7,True,✅成功
美团,27798140,煌上煌酱鸭(龙岗坪地创城店),C14358,龙岗坪地创城专卖店,0.0,False,✅成功
美团,27798143,煌上煌酱鸭(海口万达旺佳旺店),C14321,海口万达旺佳旺店,0.0,False,✅成功
美团,27798145,煌上煌酱鸭(义坊路商业街店),C13447,青山湖昌东义坊路商业街店,4.5,True,✅成功
美团,27798154,煌上煌酱鸭（宝龙店·卤味小吃·炒饭）,C14347,泉州安溪宝龙观光夜市店,4.5,True,✅成功
美团,27900231,煌上煌酱鸭(河南郑州祥和居店),C14381,河南郑州祥和居店,4.2,True,✅成功
美团,27900235,煌上煌酱鸭(娄底娄星区汽车站店),C14384,娄底娄星区汽车站店,0.0,False,✅成功
美团,27900251,煌上煌酱鸭(抚州硕丰天成店),C13069,抚州硕丰天成店,4.4,True,✅成功
美团,27976920,煌上煌酱鸭(赣电洪府店),C11896,南昌广州路赣电洪府,4.2,True,✅成功
美团,27976932,煌上煌酱鸭(直属九江庐山风景区店),C14276,直属九江庐山风景区店,0.0,False,✅成功
美团,27978608,煌上煌(砲台镇店),C07581,揭阳揭东炮台店,0.0,True,✅成功
美团,28027015,煌上煌（东莞市厚街汉邦广场店）,C14368,东莞厚街兴隆路店,4.7,True,✅成功
美团,280339,煌上煌酱鸭（五和店·卤味·小吃·下午茶),C13117,龙岗坂田五和南路店,4.7,True,✅成功
美团,28091976,煌上煌酱鸭(苏州科技城星悦里店),C14390,苏州科技城星悦里店,4.4,True,✅成功
美团,28189645,煌上煌酱鸭(卤味·特产礼·象山路店),C14345,直属万寿宫象山路店,4.5,True,✅成功
美团,28189647,煌上煌酱鸭(福州东湖店),C13823,福州东湖店,4.5,True,✅成功
美团,28189691,煌上煌酱鸭(龙岗坂田雪象新村专柜店),C14409,龙岗坂田雪象新村店,4.2,False,✅成功
美团,28249970,煌上煌(鹰抚上顿渡诺贝尔国际店),C14452,鹰抚上顿渡诺贝尔国际店,4.0,True,✅成功
美团,28298073,煌上煌（南昌拌粉·东风路店）,C02837,温州柳市东风路店,4.3,True,✅成功
美团,28312390,煌上煌酱鸭（岳口店·卤味小吃·炒饭）,C04203,厦门同安岳口店,4.6,True,✅成功
美团,28327994,煌上煌酱鸭（德兴金山大道店）,C04616,上饶德兴金山大道店,4.4,True,✅成功
美团,28361345,煌上煌酱鸭（肇庆鼎湖敏敏捷广场店）,C14307,肇庆鼎湖敏敏捷广场店,3.9,True,✅成功
美团,28394211,煌上煌酱鸭(萍乡芦溪中润联华店),C14436,萍乡芦溪中润联华店,0.0,False,✅成功
美团,28404724,煌上煌酱鸭(海口盐灶店),C14464,海口盐灶店,0.0,False,✅成功
美团,28404726,煌上煌酱鸭(珠海斗门招商花园城店),C14485,珠海斗门招商花园城店,4.4,True,✅成功
美团,28552152,煌上煌酱鸭(来福士店),C14349,杭州来福士店,4.7,True,✅成功
美团,28568439,煌上煌酱鸭（联泰桥郡店）,C11842,红谷滩联泰桥郡,4.4,True,✅成功
美团,2861172,煌上煌酱鸭(京基百纳店),C02210,宝安沙井京基店,4.3,True,✅成功
美团,28742718,煌上煌(光明区马田南庄店),C14453,光明区马田南庄合众店,0.0,False,✅成功
美团,28838943,煌上煌酱鸭(山西太原绿地世纪城店),C14546,山西太原绿地世纪城店,0.0,False,✅成功
美团,28879897,煌上煌酱鸭(直属大士院店),C14489,直属大士院店,4.8,True,✅成功
美团,28933086,煌上煌酱鸭(港盛新天地店),C14588,河源港盛新天地店,0.0,False,✅成功
美团,29102428,煌上煌酱鸭(合浦商业中心店),C14569,合浦商业中心店,4.2,True,✅成功
美团,29102455,煌上煌酱鸭(大鹏佳兆业广场店),C14073,大鹏佳兆业广场店,4.5,True,✅成功
美团,29163412,煌上煌酱鸭(宁德万和城店),C14559,宁德万和城店,4.5,True,✅成功
美团,29226867,煌上煌酱鸭（鹰抚抚州开元店）,C11723,鹰抚抚州开元店,4.6,True,✅成功
美团,29271374,煌上煌酱鸭(玉山玉虹中央公园店),C14616,玉山玉虹中央公园,4.0,True,✅成功
美团,29310495,煌上煌酱鸭(八一广场2店),C14568,直属八一广场2店,4.6,True,✅成功
美团,2931442,煌上煌酱鸭（沙井和一店),C02192,宝安区沙井松福路店,4.7,True,✅成功
美团,2931451,煌上煌（卤味熟食·套餐饭·博雅店）,C02082,福州闽侯青口博雅店,4.6,True,✅成功
美团,29427387,煌上煌酱鸭（河池众辉店）,C14603,河池众辉超市店,4.7,True,✅成功
美团,2946704,煌上煌酱鸭（东乡恒安东路店）,C00492,鹰抚东乡恒安东路店,4.7,True,✅成功
美团,2946722,煌上煌酱鸭（修水鹦鹉街店）,C00726,九江修水鹦鹉街店,4.6,True,✅成功
美团,2946724,煌上煌酱鸭（九江永修西一路店）,C00716,九江永修西一路店,4.3,True,✅成功
美团,2946727,煌上煌酱鸭（九江总社店）,C00707,九江大中大店,4.6,True,✅成功
美团,2946730,煌上煌酱鸭（吉安文田专卖店）,C01043,吉安泰和文田,0.0,False,✅成功
美团,2946731,煌上煌酱鸭（文峰中大道店）,C01038,吉安吉水汽车站,3.9,True,✅成功
美团,2946732,煌上煌酱鸭（韶山西路店）,C00999,吉安韶山西路,4.5,False,✅成功
美团,2946734,煌上煌酱鸭（遂川山水国际店）,C01056,吉安遂川泉江友谊广场店,4.6,True,✅成功
美团,2946738,煌上煌酱鸭（吉安美博店）,C01032,吉安美博商城,4.4,True,✅成功
美团,2946741,煌上煌酱鸭（吉安县店）,C00983,吉安县,0.0,False,✅成功
美团,2947442,煌上煌酱鸭（上顿渡新区店）,C00485,鹰抚上顿渡新区,4.6,True,✅成功
美团,2947443,煌上煌酱鸭（余江站前路店）,C00480,鹰抚余江站前路店,4.5,True,✅成功
美团,2947445,煌上煌酱鸭（鹰潭水岸华府店）,C09064,鹰抚鹰潭煌上煌天洁东路店,4.3,True,✅成功
美团,2947447,煌上煌酱鸭（武宁交通路店）,C00765,九江武宁交通路店,4.5,True,✅成功
美团,2947449,煌上煌酱鸭（上饶中山店）,C00846,上饶中山,4.7,True,✅成功
美团,2947453,煌上煌酱鸭（永新三湾广场店）,C01016,吉安永新三湾广场店,4.6,True,✅成功
美团,29507937,煌上煌酱鸭(高安万象店),C12423,高安万象店,0.0,False,✅成功
美团,29522025,煌上煌酱鸭(宜春奉新书院路店),C00965,宜春奉新书院路店,4.6,True,✅成功
美团,29539859,煌上煌酱鸭(珠海金鼎宝龙城店),C05780,珠海金鼎宝龙城店,4.8,True,✅成功
美团,29564611,煌上煌酱鸭(宜春奉新赤岸新樾府店),C13643,宜春奉新赤岸新樾府店,4.5,True,✅成功
美团,29659719,煌上煌酱鸭(福州省体店),C13968,福州省体店,4.4,True,✅成功
美团,29675062,煌上煌酱鸭（万寿宫店）,C14612,直属万寿宫店,4.7,True,✅成功
美团,29784319,煌上煌酱鸭(九江联泰店),C10443,九江联泰店,4.4,True,✅成功
美团,29801200,煌上煌(东乡街心花园农贸市场店),C14651,东乡街心花园农贸市场店,4.5,True,✅成功
美团,29832805,煌上煌(楞上花园店),C00310,楞上花园,0.0,False,✅成功
美团,2989654,煌上煌酱鸭（萍乡洪城店）,C01248,萍乡洪城,4.2,True,✅成功
美团,29926983,煌上煌酱鸭(经开智慧谷店),C09103,煌上煌经开智慧谷店,0.0,True,✅成功
美团,30036090,煌上煌酱鸭(直属八一馆店),C14661,直属八一馆店,4.6,True,✅成功
美团,30179765,煌上煌酱鸭(赣州锦辉店),C14720,赣州锦辉店,0.0,False,✅成功
美团,30232740,煌上煌酱鸭(玉林市金港湾广场店),C14668,玉林金港湾广场店,0.0,True,✅成功
美团,30233115,煌上煌酱鸭(赣州南康时代新城店),C11343,赣州南康时代新城店,4.6,True,✅成功
美团,30235494,煌上煌酱鸭(虎门怀丰商业广场店),C14662,虎门怀丰商业广场店,4.4,False,✅成功
美团,3026431,煌上煌酱鸭（江纺东门农贸市场店),C07470,江纺东门农贸市场店,0.0,True,✅成功
美团,3026437,煌上煌酱鸭（景德镇海慧店）,C01167,景德镇海慧,4.6,True,✅成功
美团,3026438,煌上煌酱鸭（赣州厚德路店）,C01066,赣州厚德路,4.5,True,✅成功
美团,3026439,煌上煌酱鸭（赣州东门店）,C01065,赣州东门,0.0,True,✅成功
美团,30347033,煌上煌酱鸭(上饶玉山汇金广场店),C14725,上饶玉山汇金广场店,0.0,True,✅成功
美团,30347048,煌上煌酱鸭(托斯卡纳二期店),C14731,福州三盛托斯卡纳二期店,4.4,True,✅成功
美团,30406107,煌上煌酱鸭(龙岗横岗塘坑地铁店),C14709,龙岗横岗塘坑地铁店,4.6,True,✅成功
美团,30424053,煌上煌酱鸭(鹰抚抚州白金瀚宫店),C00525,鹰抚抚州白金瀚宫店,4.4,True,✅成功
美团,3048101,煌上煌酱鸭（东莞凤岗祥新中路店）,C12033,东莞祥新中路店,4.1,True,✅成功
